diag_type,time_point,feature_type,rank,feature
colorectal_cancer,0,protein,50,olink_krt14
colorectal_cancer,0,blood,1,blood_HDL cholesterol
colorectal_cancer,0,blood,2,blood_Neutrophill percentage
colorectal_cancer,0,blood,3,blood_Testosterone
colorectal_cancer,0,blood,4,blood_LDL direct
colorectal_cancer,0,blood,5,blood_IGF-1
colorectal_cancer,0,blood,6,blood_Mean corpuscular haemoglobin
colorectal_cancer,0,blood,7,blood_Alkaline phosphatase
colorectal_cancer,0,blood,8,blood_Creatinine
colorectal_cancer,0,blood,9,blood_Lymphocyte count
colorectal_cancer,0,blood,10,blood_Mean reticulocyte volume
colorectal_cancer,0,blood,11,blood_Platelet count
colorectal_cancer,0,blood,12,blood_Aspartate aminotransferase
colorectal_cancer,0,blood,13,blood_Triglycerides
colorectal_cancer,0,blood,14,blood_Vitamin D
colorectal_cancer,0,blood,15,blood_Monocyte percentage
colorectal_cancer,0,blood,16,blood_Reticulocyte count
colorectal_cancer,0,blood,17,blood_Red blood cell (erythrocyte) distribution width
colorectal_cancer,0,blood,18,blood_Mean platelet (thrombocyte) volume
colorectal_cancer,0,blood,19,blood_Phosphate
colorectal_cancer,0,blood,20,blood_Mean sphered cell volume
colorectal_cancer,0,blood,21,blood_Cystatin C
colorectal_cancer,0,blood,22,blood_Reticulocyte percentage
colorectal_cancer,0,blood,23,blood_White blood cell (leukocyte) count
colorectal_cancer,0,blood,24,blood_Alanine aminotransferase
colorectal_cancer,0,blood,25,blood_Albumin
colorectal_cancer,0,blood,26,blood_Apolipoprotein A
colorectal_cancer,0,blood,27,blood_Apolipoprotein B
colorectal_cancer,0,blood,28,blood_C-reactive protein
colorectal_cancer,0,blood,29,blood_Calcium
colorectal_cancer,0,blood,30,blood_Cholesterol
colorectal_cancer,0,blood,31,blood_Direct bilirubin
colorectal_cancer,0,blood,32,blood_Gamma glutamyltransferase
colorectal_cancer,0,blood,33,blood_Glucose
colorectal_cancer,0,blood,34,blood_Glycated haemoglobin (HbA1c)
colorectal_cancer,0,blood,35,blood_Lipoprotein A
colorectal_cancer,0,blood,36,blood_Oestradiol
colorectal_cancer,0,blood,37,blood_Rheumatoid factor
colorectal_cancer,0,blood,38,blood_Total bilirubin
colorectal_cancer,0,blood,39,blood_Total protein
colorectal_cancer,0,blood,40,blood_Urate
colorectal_cancer,0,blood,41,blood_Urea
colorectal_cancer,0,blood,42,blood_SHBG
colorectal_cancer,0,blood,43,blood_Mean corpuscular volume
colorectal_cancer,0,blood,44,blood_Monocyte count
colorectal_cancer,0,blood,45,blood_Neutrophill count
colorectal_cancer,0,blood,46,blood_Nucleated red blood cell count
colorectal_cancer,0,blood,47,blood_Nucleated red blood cell percentage
colorectal_cancer,0,blood,48,blood_Platelet crit
colorectal_cancer,0,blood,49,blood_Platelet distribution width
colorectal_cancer,0,blood,50,blood_Red blood cell (erythrocyte) count
colorectal_cancer,0,combined,1,olink_osbpl2
colorectal_cancer,0,combined,2,olink_hsd17b3
colorectal_cancer,0,combined,3,olink_septin8
colorectal_cancer,0,combined,4,olink_cd7
colorectal_cancer,0,combined,5,olink_ccer2
colorectal_cancer,0,combined,6,olink_clec5a
colorectal_cancer,0,combined,7,olink_c2orf69
colorectal_cancer,0,combined,8,olink_ebi3_il27
colorectal_cancer,0,combined,9,olink_ca5a
colorectal_cancer,0,combined,10,olink_ccl11
colorectal_cancer,0,combined,11,olink_guca2a
colorectal_cancer,0,combined,12,olink_nell1
colorectal_cancer,0,combined,13,olink_lefty2
colorectal_cancer,0,combined,14,olink_smad5
colorectal_cancer,0,combined,15,olink_dsg3
colorectal_cancer,0,combined,16,olink_spink4
colorectal_cancer,0,combined,17,olink_pomc
colorectal_cancer,0,combined,18,olink_s100a12
colorectal_cancer,0,combined,19,olink_map1lc3b2
colorectal_cancer,0,combined,20,olink_clec3b
colorectal_cancer,0,combined,21,olink_sprr3
colorectal_cancer,0,combined,22,olink_itgb1bp1
colorectal_cancer,0,combined,23,olink_ccl21
colorectal_cancer,0,combined,24,olink_tbc1d17
colorectal_cancer,0,combined,25,olink_cd276
colorectal_cancer,0,combined,26,olink_bmper
colorectal_cancer,0,combined,27,olink_cd274
colorectal_cancer,0,combined,28,olink_zbtb17
colorectal_cancer,0,combined,29,olink_sdk2
colorectal_cancer,0,combined,30,olink_cat
colorectal_cancer,0,combined,31,olink_abhd14b
colorectal_cancer,0,combined,32,olink_eif5a
colorectal_cancer,0,combined,33,olink_il1b
colorectal_cancer,0,combined,34,olink_glo1
colorectal_cancer,0,combined,35,olink_angptl7
colorectal_cancer,0,combined,36,olink_tnfsf10
colorectal_cancer,0,combined,37,olink_ang
colorectal_cancer,0,combined,38,olink_sult2a1
colorectal_cancer,0,combined,39,olink_ctsc
colorectal_cancer,0,combined,40,olink_prdx1
colorectal_cancer,0,combined,41,olink_lysmd3
colorectal_cancer,0,combined,42,blood_HDL cholesterol
colorectal_cancer,0,combined,43,olink_ddx58
colorectal_cancer,0,combined,44,olink_npy
colorectal_cancer,0,combined,45,olink_tcn1
colorectal_cancer,0,combined,46,olink_cd38
colorectal_cancer,0,combined,47,olink_kitlg
colorectal_cancer,0,combined,48,olink_pon3
colorectal_cancer,0,combined,49,olink_fam20a
colorectal_cancer,0,combined,50,olink_gpd1
colorectal_cancer,1,protein,1,olink_adgrf5
colorectal_cancer,1,protein,2,olink_ddx4
colorectal_cancer,1,protein,3,olink_ntprobnp
colorectal_cancer,1,protein,4,olink_b4gat1
colorectal_cancer,1,protein,5,olink_adgre1
colorectal_cancer,1,protein,6,olink_nfu1
colorectal_cancer,1,protein,7,olink_tff3
colorectal_cancer,1,protein,8,olink_nudt15
colorectal_cancer,1,protein,9,olink_lyar
colorectal_cancer,1,protein,10,olink_il1rl1
colorectal_cancer,1,protein,11,olink_eddm3b
colorectal_cancer,1,protein,12,olink_krt8
colorectal_cancer,1,protein,13,olink_rrp15
colorectal_cancer,1,protein,14,olink_ghr
colorectal_cancer,1,protein,15,olink_notch1
colorectal_cancer,1,protein,16,olink_slitrk1
colorectal_cancer,1,protein,17,olink_aplp1
colorectal_cancer,1,protein,18,olink_dkk1
colorectal_cancer,1,protein,19,olink_dctpp1
colorectal_cancer,1,protein,20,olink_cpa2
colorectal_cancer,1,protein,21,olink_dusp3
colorectal_cancer,1,protein,22,olink_tgfb1
colorectal_cancer,1,protein,23,olink_galnt7
colorectal_cancer,1,protein,24,olink_zpr1
colorectal_cancer,1,protein,25,olink_timd4
colorectal_cancer,1,protein,26,olink_tcl1b
colorectal_cancer,1,protein,27,olink_dut
colorectal_cancer,1,protein,28,olink_angpt1
colorectal_cancer,1,protein,29,olink_il2rb
colorectal_cancer,1,protein,30,olink_scn3b
colorectal_cancer,1,protein,31,olink_mtus1
colorectal_cancer,1,protein,32,olink_nrp1
colorectal_cancer,1,protein,33,olink_lta4h
colorectal_cancer,1,protein,34,olink_gzmb
colorectal_cancer,1,protein,35,olink_ambn
colorectal_cancer,1,protein,36,olink_cthrc1
colorectal_cancer,1,protein,37,olink_sned1
colorectal_cancer,1,protein,38,olink_c1qa
colorectal_cancer,1,protein,39,olink_ccl3
colorectal_cancer,1,protein,40,olink_clec11a
colorectal_cancer,1,protein,41,olink_bcan
colorectal_cancer,1,protein,42,olink_acaa1
colorectal_cancer,1,protein,43,olink_hla_dra
colorectal_cancer,1,protein,44,olink_nrxn3
colorectal_cancer,1,protein,45,olink_lbp
colorectal_cancer,1,protein,46,olink_magea3
colorectal_cancer,1,protein,47,olink_ccl24
colorectal_cancer,1,protein,48,olink_pdgfa
colorectal_cancer,1,protein,49,olink_clec4c
colorectal_cancer,1,protein,50,olink_npl
colorectal_cancer,1,blood,1,blood_Neutrophill percentage
colorectal_cancer,1,blood,2,blood_Lipoprotein A
colorectal_cancer,1,blood,3,blood_Albumin
colorectal_cancer,1,blood,4,blood_Lymphocyte percentage
colorectal_cancer,1,blood,5,blood_Mean reticulocyte volume
colorectal_cancer,1,blood,6,blood_Mean sphered cell volume
colorectal_cancer,1,blood,7,blood_Monocyte count
colorectal_cancer,1,blood,8,blood_Oestradiol
colorectal_cancer,1,blood,9,blood_Phosphate
colorectal_cancer,1,blood,10,blood_Rheumatoid factor
colorectal_cancer,1,blood,11,blood_Haemoglobin concentration
colorectal_cancer,1,blood,12,blood_High light scatter reticulocyte count
colorectal_cancer,1,blood,13,blood_High light scatter reticulocyte percentage
colorectal_cancer,1,blood,14,blood_Lymphocyte count
colorectal_cancer,1,blood,15,blood_Mean corpuscular haemoglobin
colorectal_cancer,1,blood,16,blood_Mean corpuscular haemoglobin concentration
colorectal_cancer,1,blood,17,blood_Basophill count
colorectal_cancer,1,blood,18,blood_Basophill percentage
colorectal_cancer,1,blood,19,blood_Eosinophill count
colorectal_cancer,1,blood,20,blood_Eosinophill percentage
colorectal_cancer,1,blood,21,blood_Immature reticulocyte fraction
colorectal_cancer,1,blood,22,blood_Mean platelet (thrombocyte) volume
colorectal_cancer,1,blood,23,blood_SHBG
colorectal_cancer,1,blood,24,blood_Testosterone
colorectal_cancer,1,blood,25,blood_Total bilirubin
colorectal_cancer,1,blood,26,blood_Total protein
colorectal_cancer,1,blood,27,blood_Triglycerides
colorectal_cancer,1,blood,28,blood_Urate
colorectal_cancer,1,blood,29,blood_Urea
colorectal_cancer,1,blood,30,blood_Mean corpuscular volume
colorectal_cancer,1,blood,31,blood_Monocyte percentage
colorectal_cancer,1,blood,32,blood_Neutrophill count
colorectal_cancer,1,blood,33,blood_Nucleated red blood cell count
colorectal_cancer,1,blood,34,blood_Nucleated red blood cell percentage
colorectal_cancer,1,blood,35,blood_Platelet count
colorectal_cancer,1,blood,36,blood_Platelet crit
colorectal_cancer,1,blood,37,blood_Haematocrit percentage
colorectal_cancer,1,blood,38,blood_Vitamin D
colorectal_cancer,1,blood,39,blood_Platelet distribution width
colorectal_cancer,1,blood,40,blood_Red blood cell (erythrocyte) count
colorectal_cancer,1,blood,41,blood_Red blood cell (erythrocyte) distribution width
colorectal_cancer,1,blood,42,blood_Reticulocyte count
colorectal_cancer,1,blood,43,blood_Reticulocyte percentage
colorectal_cancer,1,blood,44,blood_White blood cell (leukocyte) count
colorectal_cancer,1,blood,45,blood_Alanine aminotransferase
colorectal_cancer,1,blood,46,blood_LDL direct
colorectal_cancer,1,blood,47,blood_Apolipoprotein A
colorectal_cancer,1,blood,48,blood_Apolipoprotein B
colorectal_cancer,1,blood,49,blood_Aspartate aminotransferase
colorectal_cancer,1,blood,50,blood_C-reactive protein
colorectal_cancer,1,combined,1,olink_adgrf5
colorectal_cancer,1,combined,2,olink_ddx4
colorectal_cancer,1,combined,3,olink_ntprobnp
colorectal_cancer,1,combined,4,olink_b4gat1
colorectal_cancer,1,combined,5,olink_adgre1
colorectal_cancer,1,combined,6,olink_nfu1
colorectal_cancer,1,combined,7,olink_tff3
colorectal_cancer,1,combined,8,blood_Neutrophill percentage
colorectal_cancer,1,combined,9,olink_nudt15
colorectal_cancer,1,combined,10,olink_lyar
colorectal_cancer,1,combined,11,olink_il1rl1
colorectal_cancer,1,combined,12,olink_eddm3b
colorectal_cancer,1,combined,13,olink_krt8
colorectal_cancer,1,combined,14,olink_rrp15
colorectal_cancer,1,combined,15,olink_ghr
colorectal_cancer,1,combined,16,olink_notch1
colorectal_cancer,1,combined,17,olink_slitrk1
colorectal_cancer,1,combined,18,olink_aplp1
colorectal_cancer,1,combined,19,olink_dkk1
colorectal_cancer,1,combined,20,olink_dctpp1
colorectal_cancer,1,combined,21,olink_cpa2
colorectal_cancer,1,combined,22,olink_dusp3
colorectal_cancer,1,combined,23,olink_tgfb1
colorectal_cancer,1,combined,24,olink_galnt7
colorectal_cancer,1,combined,25,olink_zpr1
colorectal_cancer,1,combined,26,olink_timd4
colorectal_cancer,1,combined,27,olink_tcl1b
colorectal_cancer,1,combined,28,olink_dut
colorectal_cancer,1,combined,29,olink_angpt1
colorectal_cancer,1,combined,30,olink_il2rb
colorectal_cancer,1,combined,31,olink_scn3b
colorectal_cancer,1,combined,32,olink_mtus1
colorectal_cancer,1,combined,33,olink_nrp1
colorectal_cancer,1,combined,34,olink_lta4h
colorectal_cancer,1,combined,35,olink_gzmb
colorectal_cancer,1,combined,36,olink_ambn
colorectal_cancer,1,combined,37,olink_cthrc1
colorectal_cancer,1,combined,38,olink_sned1
colorectal_cancer,1,combined,39,olink_c1qa
colorectal_cancer,1,combined,40,olink_ccl3
colorectal_cancer,1,combined,41,olink_clec11a
colorectal_cancer,1,combined,42,olink_bcan
colorectal_cancer,1,combined,43,olink_acaa1
colorectal_cancer,1,combined,44,olink_hla_dra
colorectal_cancer,1,combined,45,olink_nrxn3
colorectal_cancer,1,combined,46,olink_lbp
colorectal_cancer,1,combined,47,olink_magea3
colorectal_cancer,1,combined,48,olink_ccl24
colorectal_cancer,1,combined,49,olink_pdgfa
colorectal_cancer,1,combined,50,olink_clec4c
colorectal_cancer,2,protein,1,olink_usp47
colorectal_cancer,2,protein,2,olink_mpig6b
colorectal_cancer,2,protein,3,olink_aoc3
colorectal_cancer,2,protein,4,olink_ccn2
colorectal_cancer,2,protein,5,olink_nrxn3
colorectal_cancer,2,protein,6,olink_defb103a_defb103b
colorectal_cancer,2,protein,7,olink_ptk7
colorectal_cancer,2,protein,8,olink_fndc1
colorectal_cancer,2,protein,9,olink_aplp1
colorectal_cancer,2,protein,10,olink_leo1
colorectal_cancer,2,protein,11,olink_cpa2
colorectal_cancer,2,protein,12,olink_ada2
colorectal_cancer,2,protein,13,olink_folr3
colorectal_cancer,2,protein,14,olink_tnxb
colorectal_cancer,2,protein,15,olink_serping1
colorectal_cancer,2,protein,16,olink_cpa1
colorectal_cancer,2,protein,17,olink_tp53
colorectal_cancer,2,protein,18,olink_alpp
colorectal_cancer,2,protein,19,olink_adgre1
colorectal_cancer,2,protein,20,olink_cpe
colorectal_cancer,2,protein,21,olink_luzp2
colorectal_cancer,2,protein,22,olink_klf4
colorectal_cancer,2,protein,23,olink_rarres2
colorectal_cancer,2,protein,24,olink_heg1
colorectal_cancer,2,protein,25,olink_pspn
colorectal_cancer,2,protein,26,olink_csf1r
colorectal_cancer,2,protein,27,olink_sap18
colorectal_cancer,2,protein,28,olink_clec4c
colorectal_cancer,2,protein,29,olink_grpel1
colorectal_cancer,2,protein,30,olink_b3gat3
colorectal_cancer,2,protein,31,olink_fmnl1
colorectal_cancer,2,protein,32,olink_ambn
colorectal_cancer,2,protein,33,olink_ctrl
colorectal_cancer,2,protein,34,olink_muc16
colorectal_cancer,2,protein,35,olink_gpd1
colorectal_cancer,2,protein,36,olink_trpv3
colorectal_cancer,2,protein,37,olink_krt18
colorectal_cancer,2,protein,38,olink_reg3a
colorectal_cancer,2,protein,39,olink_csf3
colorectal_cancer,2,protein,40,olink_apcs
colorectal_cancer,2,protein,41,olink_edil3
colorectal_cancer,2,protein,42,olink_mtr
colorectal_cancer,2,protein,43,olink_cfhr5
colorectal_cancer,2,protein,44,olink_sez6
colorectal_cancer,2,protein,45,olink_mog
colorectal_cancer,2,protein,46,olink_slc4a1
colorectal_cancer,2,protein,47,olink_nos3
colorectal_cancer,2,protein,48,olink_angptl3
colorectal_cancer,2,protein,49,olink_rbfox3
colorectal_cancer,2,protein,50,olink_podxl
colorectal_cancer,2,blood,1,blood_Alkaline phosphatase
colorectal_cancer,2,blood,2,blood_Mean sphered cell volume
colorectal_cancer,2,blood,3,blood_Neutrophill percentage
colorectal_cancer,2,blood,4,blood_Triglycerides
colorectal_cancer,2,blood,5,blood_Total bilirubin
colorectal_cancer,2,blood,6,blood_Total protein
colorectal_cancer,2,blood,7,blood_C-reactive protein
colorectal_cancer,2,blood,8,blood_Mean corpuscular haemoglobin concentration
colorectal_cancer,2,blood,9,blood_White blood cell (leukocyte) count
colorectal_cancer,2,blood,10,blood_Reticulocyte percentage
colorectal_cancer,2,blood,11,blood_Alanine aminotransferase
colorectal_cancer,2,blood,12,blood_Albumin
colorectal_cancer,2,blood,13,blood_Apolipoprotein B
colorectal_cancer,2,blood,14,blood_Calcium
colorectal_cancer,2,blood,15,blood_Cholesterol
colorectal_cancer,2,blood,16,blood_Creatinine
colorectal_cancer,2,blood,17,blood_Cystatin C
colorectal_cancer,2,blood,18,blood_Direct bilirubin
colorectal_cancer,2,blood,19,blood_Gamma glutamyltransferase
colorectal_cancer,2,blood,20,blood_Glucose
colorectal_cancer,2,blood,21,blood_Apolipoprotein A
colorectal_cancer,2,blood,22,blood_Glycated haemoglobin (HbA1c)
colorectal_cancer,2,blood,23,blood_HDL cholesterol
colorectal_cancer,2,blood,24,blood_IGF-1
colorectal_cancer,2,blood,25,blood_LDL direct
colorectal_cancer,2,blood,26,blood_Lipoprotein A
colorectal_cancer,2,blood,27,blood_Oestradiol
colorectal_cancer,2,blood,28,blood_Phosphate
colorectal_cancer,2,blood,29,blood_Rheumatoid factor
colorectal_cancer,2,blood,30,blood_SHBG
colorectal_cancer,2,blood,31,blood_Testosterone
colorectal_cancer,2,blood,32,blood_Urea
colorectal_cancer,2,blood,33,blood_Urate
colorectal_cancer,2,blood,34,blood_Lymphocyte count
colorectal_cancer,2,blood,35,blood_Lymphocyte percentage
colorectal_cancer,2,blood,36,blood_Mean corpuscular haemoglobin
colorectal_cancer,2,blood,37,blood_Mean corpuscular volume
colorectal_cancer,2,blood,38,blood_Mean platelet (thrombocyte) volume
colorectal_cancer,2,blood,39,blood_Mean reticulocyte volume
colorectal_cancer,2,blood,40,blood_Monocyte count
colorectal_cancer,2,blood,41,blood_Monocyte percentage
colorectal_cancer,2,blood,42,blood_Neutrophill count
colorectal_cancer,2,blood,43,blood_Nucleated red blood cell percentage
colorectal_cancer,2,blood,44,blood_Platelet count
colorectal_cancer,2,blood,45,blood_Platelet crit
colorectal_cancer,2,blood,46,blood_Platelet distribution width
colorectal_cancer,2,blood,47,blood_Red blood cell (erythrocyte) count
colorectal_cancer,2,blood,48,blood_Red blood cell (erythrocyte) distribution width
colorectal_cancer,2,blood,49,blood_Nucleated red blood cell count
colorectal_cancer,2,blood,50,blood_Aspartate aminotransferase
colorectal_cancer,2,combined,1,olink_usp47
colorectal_cancer,2,combined,2,olink_mpig6b
colorectal_cancer,2,combined,3,olink_aoc3
colorectal_cancer,2,combined,4,olink_ccn2
colorectal_cancer,2,combined,5,blood_Alkaline phosphatase
colorectal_cancer,2,combined,6,olink_nrxn3
colorectal_cancer,2,combined,7,olink_defb103a_defb103b
colorectal_cancer,2,combined,8,olink_ptk7
colorectal_cancer,2,combined,9,olink_fndc1
colorectal_cancer,2,combined,10,olink_aplp1
colorectal_cancer,2,combined,11,olink_leo1
colorectal_cancer,2,combined,12,olink_cpa2
colorectal_cancer,2,combined,13,olink_ada2
colorectal_cancer,2,combined,14,olink_folr3
colorectal_cancer,2,combined,15,olink_tnxb
colorectal_cancer,2,combined,16,olink_serping1
colorectal_cancer,2,combined,17,olink_cpa1
colorectal_cancer,2,combined,18,olink_tp53
colorectal_cancer,2,combined,19,olink_alpp
colorectal_cancer,2,combined,20,olink_adgre1
colorectal_cancer,2,combined,21,olink_cpe
colorectal_cancer,2,combined,22,olink_luzp2
colorectal_cancer,2,combined,23,olink_klf4
colorectal_cancer,2,combined,24,olink_rarres2
colorectal_cancer,2,combined,25,olink_heg1
colorectal_cancer,2,combined,26,olink_pspn
colorectal_cancer,2,combined,27,olink_csf1r
colorectal_cancer,2,combined,28,olink_sap18
colorectal_cancer,2,combined,29,olink_clec4c
colorectal_cancer,2,combined,30,olink_grpel1
colorectal_cancer,2,combined,31,olink_b3gat3
colorectal_cancer,2,combined,32,olink_fmnl1
colorectal_cancer,2,combined,33,olink_ambn
colorectal_cancer,2,combined,34,olink_ctrl
colorectal_cancer,2,combined,35,olink_muc16
colorectal_cancer,2,combined,36,olink_gpd1
colorectal_cancer,2,combined,37,olink_trpv3
colorectal_cancer,2,combined,38,olink_krt18
colorectal_cancer,2,combined,39,olink_reg3a
colorectal_cancer,2,combined,40,olink_csf3
colorectal_cancer,2,combined,41,olink_apcs
colorectal_cancer,2,combined,42,olink_edil3
colorectal_cancer,2,combined,43,olink_mtr
colorectal_cancer,2,combined,44,olink_cfhr5
colorectal_cancer,2,combined,45,olink_sez6
colorectal_cancer,2,combined,46,olink_mog
colorectal_cancer,2,combined,47,olink_slc4a1
colorectal_cancer,2,combined,48,blood_Mean sphered cell volume
colorectal_cancer,2,combined,49,olink_nos3
colorectal_cancer,2,combined,50,olink_angptl3
colorectal_cancer,5,protein,1,olink_hao1
colorectal_cancer,5,protein,2,olink_mmp13
colorectal_cancer,5,protein,3,olink_galnt7
colorectal_cancer,5,protein,4,olink_kcnc4
colorectal_cancer,5,protein,5,olink_bdnf
colorectal_cancer,5,protein,6,olink_ppie
colorectal_cancer,5,protein,7,olink_prc1
colorectal_cancer,5,protein,8,olink_ppp3r1
colorectal_cancer,5,protein,9,olink_agxt
colorectal_cancer,5,protein,10,olink_fkbp1b
colorectal_cancer,5,protein,11,olink_vstm2l
colorectal_cancer,5,protein,12,olink_cilp
colorectal_cancer,5,protein,13,olink_smpd3
colorectal_cancer,5,protein,14,olink_grap2
colorectal_cancer,5,protein,15,olink_lhpp
colorectal_cancer,5,protein,16,olink_tex101
colorectal_cancer,5,protein,17,olink_nub1
colorectal_cancer,5,protein,18,olink_acaa1
colorectal_cancer,5,protein,19,olink_prss2
colorectal_cancer,5,protein,20,olink_adamts8
colorectal_cancer,5,protein,21,olink_igf1r
colorectal_cancer,5,protein,22,olink_hdac9
colorectal_cancer,5,protein,23,olink_baiap2
colorectal_cancer,5,protein,24,olink_naga
colorectal_cancer,5,protein,25,olink_tnfrsf4
colorectal_cancer,5,protein,26,olink_xrcc4
colorectal_cancer,5,protein,27,olink_cd38
colorectal_cancer,5,protein,28,olink_serpina11
colorectal_cancer,5,protein,29,olink_pspn
colorectal_cancer,5,protein,30,olink_fgf2
colorectal_cancer,5,protein,31,olink_clec4c
colorectal_cancer,5,protein,32,olink_ddah1
colorectal_cancer,5,protein,33,olink_adamts15
colorectal_cancer,5,protein,34,olink_ndufa5
colorectal_cancer,5,protein,35,olink_vsig2
colorectal_cancer,5,protein,36,olink_sestd1
colorectal_cancer,5,protein,37,olink_alpi
colorectal_cancer,5,protein,38,olink_pfdn6
colorectal_cancer,5,protein,39,olink_tet2
colorectal_cancer,5,protein,40,olink_zpr1
colorectal_cancer,5,protein,41,olink_ermap
colorectal_cancer,5,protein,42,olink_rbm17
colorectal_cancer,5,protein,43,olink_cxcl17
colorectal_cancer,5,protein,44,olink_palm3
colorectal_cancer,5,protein,45,olink_entpd5
colorectal_cancer,5,protein,46,olink_il12b
colorectal_cancer,5,protein,47,olink_tff2
colorectal_cancer,5,protein,48,olink_timd4
colorectal_cancer,5,protein,49,olink_ccl3
colorectal_cancer,5,protein,50,olink_myoc
colorectal_cancer,5,blood,1,blood_Reticulocyte count
colorectal_cancer,5,blood,2,blood_Reticulocyte percentage
colorectal_cancer,5,blood,3,blood_Mean platelet (thrombocyte) volume
colorectal_cancer,5,blood,4,blood_Monocyte percentage
colorectal_cancer,5,blood,5,blood_Immature reticulocyte fraction
colorectal_cancer,5,blood,6,blood_Direct bilirubin
colorectal_cancer,5,blood,7,blood_Alkaline phosphatase
colorectal_cancer,5,blood,8,blood_Glucose
colorectal_cancer,5,blood,9,blood_Urate
colorectal_cancer,5,blood,10,blood_Mean reticulocyte volume
colorectal_cancer,5,blood,11,blood_Apolipoprotein B
colorectal_cancer,5,blood,12,blood_Lymphocyte percentage
colorectal_cancer,5,blood,13,blood_Mean corpuscular haemoglobin
colorectal_cancer,5,blood,14,blood_SHBG
colorectal_cancer,5,blood,15,blood_Triglycerides
colorectal_cancer,5,blood,16,blood_Platelet distribution width
colorectal_cancer,5,blood,17,blood_Calcium
colorectal_cancer,5,blood,18,blood_Neutrophill count
colorectal_cancer,5,blood,19,blood_Neutrophill percentage
colorectal_cancer,5,blood,20,blood_Red blood cell (erythrocyte) distribution width
colorectal_cancer,5,blood,21,blood_Nucleated red blood cell count
colorectal_cancer,5,blood,22,blood_Nucleated red blood cell percentage
colorectal_cancer,5,blood,23,blood_Platelet count
colorectal_cancer,5,blood,24,blood_Platelet crit
colorectal_cancer,5,blood,25,blood_Red blood cell (erythrocyte) count
colorectal_cancer,5,blood,26,blood_Basophill percentage
colorectal_cancer,5,blood,27,blood_Eosinophill count
colorectal_cancer,5,blood,28,blood_LDL direct
colorectal_cancer,5,blood,29,blood_Lipoprotein A
colorectal_cancer,5,blood,30,blood_Oestradiol
colorectal_cancer,5,blood,31,blood_Cholesterol
colorectal_cancer,5,blood,32,blood_Creatinine
colorectal_cancer,5,blood,33,blood_Cystatin C
colorectal_cancer,5,blood,34,blood_Gamma glutamyltransferase
colorectal_cancer,5,blood,35,blood_Glycated haemoglobin (HbA1c)
colorectal_cancer,5,blood,36,blood_HDL cholesterol
colorectal_cancer,5,blood,37,blood_Eosinophill percentage
colorectal_cancer,5,blood,38,blood_Haematocrit percentage
colorectal_cancer,5,blood,39,blood_Haemoglobin concentration
colorectal_cancer,5,blood,40,blood_High light scatter reticulocyte count
colorectal_cancer,5,blood,41,blood_Basophill count
colorectal_cancer,5,blood,42,blood_Lymphocyte count
colorectal_cancer,5,blood,43,blood_Mean corpuscular haemoglobin concentration
colorectal_cancer,5,blood,44,blood_High light scatter reticulocyte percentage
